,UserId,Condition,VP,Session,PQ,ATT,HQI,HQS,HQ,PQ.levels,PQ.2levels,PQ.2levels.split.at.4,PQ.2BalancedClasses,HQ.levels,HQ.2levels,HQ.2levels.split.at.4,HQ.2BalancedClasses,ATT.levels,ATT.2levels,IconSize,Position,Handedness,HandUsed,DominantHand,,sessionNr
514,233,7,654,5,6.25,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,523
512,233,5,654,6,6.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Right,dominant,,524
510,233,3,654,7,6.75,4,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Right,dominant,,525
505,233,1,654,8,6.75,4,4,3,3.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Right,dominant,,526
509,233,2,654,9,3.25,4,3,4.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,RIGHT,Right,dominant,,527
516,233,9,654,10,6.25,4,4,3,3.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,528
506,233,10,654,11,2.25,4,4,6,5,low,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Left,non-dominant,,529
508,233,12,654,12,2,5,4,6,5,low,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Hand,RIGHT,Left,non-dominant,,530
524,235,5,656,1,5.75,5.5,5,3,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,544
519,235,11,656,2,4.5,4,4,3,3.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,545
526,235,7,656,3,5.25,5,4.5,3.5,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,546
522,235,3,656,4,5.75,5.5,5.5,3.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,547
521,235,2,656,5,2.25,2,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,548
517,235,1,656,6,5.25,5,4.5,3.5,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,549
525,235,6,656,7,3.75,2.5,2.5,2.5,2.5,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,550
527,235,8,656,8,2.5,3,2,3,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,551
528,235,9,656,9,4.75,5,5,3.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,552
523,235,4,656,10,5,5.5,5,3.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,553
520,235,12,656,11,4.25,4,3.5,3.5,3.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Left,non-dominant,,554
518,235,10,656,12,4.5,4,3.5,3,3.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Left,non-dominant,,555
529,236,1,657,1,5.25,6,6.5,5,5.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Right,non-dominant,,556
530,236,10,657,2,2.75,2,2,2,2,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,557
539,236,8,657,3,2.5,1,1,1,1,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Left,dominant,,558
535,236,4,657,4,5,3,4.5,3.5,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,559
532,236,12,657,5,2.75,2.5,2.5,1,1.75,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,560
531,236,11,657,6,6.75,6.5,6,5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,561
536,236,5,657,7,6.75,6.5,6,5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,562
537,236,6,657,8,4,4.5,2.5,3.5,3,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,LEFT,Right,non-dominant,,563
534,236,3,657,9,6.75,5.5,5.5,5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,564
538,236,7,657,10,6.75,6.5,5.5,5.5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,565
540,236,9,657,11,6.75,6.5,6,6,6,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,566
533,236,2,657,12,1.5,1,1,1,1,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,567
543,237,11,658,1,4.75,5.5,3,2,2.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,568
551,237,8,658,2,2.75,5.5,5.5,5,5.25,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Table,LEFT,Left,dominant,,569
546,237,3,658,3,6.25,5,5.5,3.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,570
549,237,6,658,4,3,2.5,2.5,2.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,571
542,237,10,658,5,4.75,5.5,6,5.5,5.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,572
550,237,7,658,6,6,5.5,5.5,5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,573
541,237,1,658,7,5,4.5,4.5,3,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,574
544,237,12,658,8,3.25,3,3,3,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,575
545,237,2,658,9,4,3.5,5,4,4.5,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,576
552,237,9,658,10,5.5,6,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,577
547,237,4,658,11,2.5,3,4.5,3.5,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,578
548,237,5,658,12,4.25,4,3.5,3,3.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,579
564,238,9,659,1,5.25,5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,580
560,238,5,659,2,5.25,4.5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,581
556,238,12,659,3,3,4,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,LEFT,Left,dominant,,582
562,238,7,659,4,5.25,4.5,4,4.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Left,dominant,,583
558,238,3,659,5,4.5,4.5,4,4.5,4.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Stand,LEFT,Right,non-dominant,,584
554,238,10,659,6,3,4,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,585
559,238,4,659,7,3.25,4.5,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Right,non-dominant,,586
553,238,1,659,8,4.25,4.5,4,4.5,4.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,587
563,238,8,659,9,3.5,4,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,LEFT,Left,dominant,,588
557,238,2,659,10,3.5,4,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,LEFT,Right,non-dominant,,589
555,238,11,659,11,4.75,4.5,4,4.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Left,dominant,,590
561,238,6,659,12,3.5,4,4,4.5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,LEFT,Right,non-dominant,,591
568,239,12,660,1,2.5,3.5,3.5,1,2.25,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,592
575,239,8,660,2,1.75,3.5,2.5,1,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Left,dominant,,593
573,239,6,660,3,1.5,3,2,1,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,594
570,239,3,660,4,3.5,3.5,3,3,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Stand,LEFT,Right,non-dominant,,595
574,239,7,660,5,4.5,3.5,1.5,3.5,2.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Table,LEFT,Left,dominant,,596
572,239,5,660,6,3.25,4,1.5,3.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,597
567,239,11,660,7,2.5,3.5,1.5,3.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Hand,LEFT,Left,dominant,,598
571,239,4,660,8,1.5,2,1,1.5,1.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,599
569,239,2,660,9,1.25,1,1,1,1,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,600
566,239,10,660,10,1.5,2,1,2.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,601
565,239,1,660,11,4.25,2.5,1,3.5,2.25,medium,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Table,LEFT,Right,non-dominant,,602
576,239,9,660,12,5.5,4,1,4,2.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,LEFT,Left,dominant,,603
588,240,9,661,1,6.25,5.5,5.5,5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,604
579,240,11,661,2,6.5,5.5,6,5.5,5.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,605
577,240,1,661,3,6,6,6,5.5,5.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Right,non-dominant,,606
586,240,7,661,4,5.5,6,6,5.5,5.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,607
578,240,10,661,5,4.75,5.5,5.5,5.5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,608
581,240,2,661,6,5.25,6,6,5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Table,LEFT,Right,non-dominant,,609
587,240,8,661,7,5.25,6,6,4.5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Table,LEFT,Left,dominant,,610
580,240,12,661,8,4,5.5,6,5,5.5,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Hand,LEFT,Left,dominant,,611
583,240,4,661,9,5,5.5,6,5,5.5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Stand,LEFT,Right,non-dominant,,612
584,240,5,661,10,6.25,6,6,4,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,613
582,240,3,661,11,5.5,6,6,4,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,614
585,240,6,661,12,4.25,6,6,4,5,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Hand,LEFT,Right,non-dominant,,615
